15142	6868	1
15142	9541	1
15142	5973	1
12352	6630	1
6630	7868	1
7868	12352	1
7868	2850	1
7868	6630	1
7936	47	1
12388	14244	1
12388	7160	1
12388	14245	1
12388	1110	1
12388	480	1
12388	7535	1
6698	7936	1
6698	6694	1
6698	1052	1
6698	2922	1
6698	4754	1
6698	5924	1
6698	5283	1
6698	6756	1
15153	49	1
15153	2450	1
15153	3112	1
15154	2145	1
12338	8242	1
12338	4644	1
12338	6562	1
6562	5534	1
6562	4715	1
6562	4644	1
6562	4262	1
12333	4715	1
12333	4262	1
8242	4644	1
8242	4715	1
8242	6562	1
4644	4262	1
12459	3373	1
12459	3300	1
12488	556	1
12482	2171	1
12482	2534	1
6580	3462	1
6580	3	1
12412	788	1
12412	1768	1
12411	311	1
12411	2542	1
12411	6	1
12411	2906	1
12411	9320	1
12411	1857	1
12411	8488	1
12411	5675	1
12411	3	1
12410	66	1
12410	407	1
12410	4031	1
12410	2273	1
12407	66	1
12407	5	1
12407	4031	1
12402	7613	1
12402	7612	1
12402	1536	1
12402	3478	1
12402	5	1
12400	407	1
15139	4506	1
15139	2555	1
15139	501	1
15139	578	1
15139	300	1
15196	2465	1
15200	3156	1
15200	2753	1
15202	13479	1
15202	26	1
15202	2313	1
15202	9299	1
12168	14022	1
12166	1616	1
12166	7846	1
12166	6626	1
12164	9999	1
12164	10000	1
12164	1978	1
12201	62	1
12201	548	1
12201	256	1
12201	2530	1
12201	346	1
12200	4	1
12200	9214	1
12200	12883	1
12200	12882	1
12200	92	1
12200	1784	1
12182	111	1
12182	1021	1
12182	689	1
12182	2566	1
12182	320	1
12181	2977	1
12181	4372	1
12181	2685	1
12181	1305	1
12181	2806	1
12181	6496	1
12181	818	1
12181	6684	1
12181	12056	1
12178	171	1
12178	1418	1
12178	4244	1
15207	236	1
15207	1933	1
15211	8173	1
15211	1005	1
15211	1517	1
15212	13952	1
15212	49	1
15212	9285	1
15212	1005	1
15212	18	1
15212	9519	1
15212	13951	1
15213	4610	1
15215	3599	1
12272	13591	1
12272	6	1
12272	964	1
12272	1318	1
12272	4023	1
12272	2670	1
12272	6854	1
12272	6853	1
12272	1268	1
12272	6041	1
12269	274	1
12269	216	1
12269	538	1
12269	2837	1
15172	1273	1
15172	2123	1
15175	2714	1
15175	3885	1
15176	10844	1
15176	13516	1
15176	390	1
15177	2091	1
15177	1208	1
15177	7070	1
15177	514	1
15177	6501	1
15177	5242	1
15177	7120	1
15177	11645	1
12285	2167	1
12285	12362	1
12285	6416	1
15178	4447	1
15179	4531	1
15179	11081	1
15179	1349	1
12220	4	1
12220	903	1
15185	503	1
15048	6685	1
15048	1246	1
15048	13853	1
12710	4	1
12710	8079	1
12710	2601	1
12710	3397	1
15055	2502	1
12696	9193	1
12727	12714	1
12727	7025	1
15005	5465	1
15005	240	1
6326	8838	1
12841	8538	1
12840	269	1
12877	6117	1
12877	7325	1
12877	10673	1
12877	7796	1
12877	112	1
12807	9513	1
12807	1353	1
9513	3296	1
9513	1353	1
12803	4	1
12803	12789	1
15089	509	1
15089	2861	1
15090	260	1
15090	3942	1
15091	8324	1
12789	652	1
12789	1804	1
12789	590	1
12789	1022	1
12789	7996	1
12789	13121	1
12789	2383	1
12789	3897	1
12789	615	1
12789	140	1
15093	5631	1
15093	8024	1
15093	54	1
15093	18	1
15096	13271	1
15096	1588	1
12820	3776	1
12820	9347	1
12820	264	1
12820	49	1
12820	1080	1
12820	7634	1
12820	2467	1
8533	96	1
8533	3776	1
8533	5115	1
8533	49	1
8533	6485	1
8533	2467	1
8675	716	1
8675	1579	1
8675	813	1
8675	12	1
12559	7084	1
12559	1775	1
12559	4758	1
15104	1352	1
12589	793	1
12589	9064	1
12589	2654	1
12589	3008	1
8418	3460	1
8418	2176	1
8418	3008	1
12580	13429	1
12580	5953	1
12580	3164	1
12580	14260	1
12580	7439	1
15067	875	1
15074	1988	1
15074	1194	1
15080	2813	1
15080	3597	1
15080	1869	1
15080	614	1
15082	11	1
15082	614	1
15082	78	1
15082	48	1
12528	2801	1
12521	481	1
15370	5831	1
15371	430	1
15371	10366	1
15376	626	1
15376	322	1
15376	2170	1
15376	400	1
15376	727	1
12677	7179	1
12673	7179	1
12673	47	1
12673	585	1
15380	10854	1
15380	10853	1
15382	461	1
12607	524	1
12607	53	1
12607	12610	1
12607	12609	1
15387	5261	1
15387	5265	1
15387	9402	1
15387	5810	1
12597	1594	1
8789	4352	1
8789	5261	1
8789	2293	1
12594	4639	1
15389	8	1
15389	227	1
15389	5990	1
15389	13833	1
15389	1785	1
15389	869	1
12630	2310	1
12630	385	1
12630	7221	1
15342	160	1
15346	35	1
15346	1063	1
15346	6276	1
15346	11	1
15346	1193	1
15346	3962	1
15351	9231	1
15351	5922	1
11570	4081	1
11570	9876	1
11570	2672	1
11570	1840	1
11570	4986	1
11570	2344	1
11570	261	1
11570	11568	1
11570	4283	1
11570	600	1
11568	7108	1
11568	4986	1
11568	261	1
6961	7137	1
15420	4883	1
15420	5173	1
15422	534	1
15422	6027	1
15425	1077	1
8431	6582	1
8431	3656	1
8431	430	1
8431	6462	1
8431	3327	1
8431	6510	1
8697	2364	1
8697	24	1
8697	6961	1
8697	5272	1
8697	9804	1
8697	2798	1
8697	20	1
8697	231	1
8697	4382	1
11545	2883	1
11687	4382	1
11687	2364	1
11687	8697	1
11682	3175	1
11682	130	1
8580	3445	1
11676	3445	1
4382	6961	1
11674	3445	1
11674	7402	1
11674	8580	1
11674	11676	1
11674	9036	1
11673	2906	1
11673	430	1
11673	8711	1
15431	797	1
15431	4967	1
15431	827	1
11395	3759	1
11395	267	1
11395	5093	1
11395	6153	1
11395	304	1
6954	3640	1
6954	3051	1
3640	4796	1
15414	493	1
15414	9474	1
15414	3008	1
15414	2654	1
15414	1110	1
15414	549	1
15414	6942	1
15414	4001	1
15414	6252	1
15414	9064	1
15417	102	1
15417	272	1
15417	2201	1
15417	2095	1
15417	243	1
15417	3423	1
15417	3890	1
15417	335	1
15417	5089	1
15251	10663	1
15251	6018	1
15251	8643	1
15251	4001	1
15251	480	1
15251	1451	1
15255	11205	1
15255	871	1
15255	1293	1
15255	832	1
15255	692	1
15255	51	1
15255	24	1
11404	3823	1
11404	2638	1
11404	659	1
11402	662	1
15265	13556	1
15265	3892	1
15265	14094	1
15265	4697	1
15269	49	1
15269	926	1
15269	5146	1
15269	3062	1
15269	4227	1
15269	3569	1
15269	5959	1
15269	2408	1
15269	1205	1
15269	13999	1
15269	12396	1
15269	2342	1
15270	6706	1
15270	12381	1
15270	599	1
15270	266	1
15270	1180	1
15270	12380	1
11330	81	1
11330	1114	1
15272	2	1
15272	6179	1
15272	23	1
15272	2058	1
15276	14050	1
15276	12341	1
15225	495	1
15225	1732	1
15225	4551	1
15225	9050	1
15225	2775	1
15225	1644	1
15225	6835	1
15225	1808	1
15225	619	1
15225	289	1
15225	3286	1
15225	3203	1
15225	1140	1
15225	887	1
15225	3872	1
11359	355	1
11359	6047	1
11359	8682	1
11359	1047	1
15227	4789	1
15227	383	1
15227	1088	1
15227	1381	1
15227	9259	1
15227	9312	1
11494	4789	1
11494	6460	1
11494	9259	1
11494	11476	1
15228	6398	1
15228	12621	1
15228	3086	1
15228	383	1
15228	3265	1
15228	2220	1
15228	2815	1
15228	6437	1
15228	22	1
15228	4682	1
15229	733	1
15229	1743	1
15229	1183	1
15229	2220	1
15229	719	1
15229	5030	1
15229	1198	1
15229	2923	1
15229	12786	1
15229	683	1
15229	2815	1
15229	1629	1
15229	12834	1
15229	22	1
15229	3830	1
15229	1340	1
15230	733	1
15230	1567	1
15230	2318	1
15231	733	1
15231	1567	1
15231	2318	1
11476	1381	1
11476	95	1
11476	889	1
11476	340	1
11476	1638	1
11476	2183	1
11476	30	1
11476	6307	1
15234	22	1
15234	13058	1
15234	1340	1
15234	5998	1
11472	733	1
11472	22	1
11472	5998	1
11472	3830	1
11472	1381	1
11472	1198	1
11472	2952	1
15240	1984	1
15240	7384	1
15240	165	1
15240	2247	1
15242	289	1
11441	593	1
11441	1294	1
11437	12415	1
15247	13799	1
15247	13800	1
15247	4371	1
15247	9568	1
15248	593	1
15248	11455	1
11430	291	1
11430	3210	1
15249	243	1
15249	9736	1
15249	1370	1
15249	7336	1
11427	4	1
11427	254	1
11427	454	1
15250	9222	1
15250	1236	1
15250	3974	1
15250	651	1
15250	3972	1
15250	6621	1
15308	49	1
15308	4251	1
15308	9054	1
15308	4972	1
15308	4970	1
15308	6	1
15308	6335	1
15308	4965	1
15308	2957	1
15308	386	1
15308	4263	1
15308	6334	1
15308	12490	1
15308	385	1
15308	47	1
15308	4976	1
15309	2199	1
15309	1420	1
15309	224	1
15309	520	1
15309	1074	1
15309	2608	1
15309	5508	1
15309	7583	1
15309	11280	1
15310	7597	1
15310	520	1
15310	6776	1
15310	3895	1
15310	5508	1
15310	7623	1
15310	7583	1
15310	11435	1
15311	2522	1
15311	19	1
15311	2583	1
15311	339	1
15311	2314	1
15312	2001	1
15312	1511	1
15312	1472	1
15313	7226	1
15313	2622	1
15314	7226	1
15314	2622	1
15314	14271	1
15315	2593	1
15317	3632	1
15317	3393	1
15318	1969	1
15318	1784	1
15318	185	1
15318	8223	1
15318	1834	1
15318	12451	1
15318	92	1
15318	393	1
15318	62	1
15318	211	1
15318	5770	1
15319	1040	1
15319	8125	1
15319	10581	1
15319	3976	1
15319	4999	1
15319	1802	1
15319	7678	1
15319	71	1
15319	1225	1
15319	211	1
15319	3987	1
9334	5265	1
15322	22	1
15323	2888	1
15323	13465	1
15323	311	1
15324	2	1
15281	331	1
15281	3910	1
15281	2560	1
15281	4915	1
15282	7392	1
15282	1678	1
15282	571	1
15283	1160	1
15283	5946	1
15284	1059	1
15284	8786	1
