4508	1026	1
4508	111	1
4508	294	1
4508	188	1
4508	9	1
6058	559	1
6058	37	1
6058	1792	1
6058	27	1
6058	65	1
6058	1	1
14955	3	1
14955	17	1
14955	1199	1
14955	1031	1
14955	31	1
1445	440	1
1445	116	1
1445	92	1
1445	290	1
1445	15	1
1445	81	1
1445	1119	1
5473	794	1
5473	178	1
5473	281	1
5473	118	1
5473	19	1
5473	1	1
17135	2003	1
17135	2085	1
17135	1021	1
17135	42	1
17973	5201	1
17973	1968	1
17973	257	1
17973	673	1
17973	640	1
17973	2977	1
17973	563	1
17136	1111	1
17136	133	1
17136	597	1
17136	1577	1
10072	22	1
10072	10	1
10072	5200	1
10072	182	1
10072	2396	1
682	124	1
682	555	1
682	7	1
682	605	1
682	149	1
682	19	1
682	680	1
5551	1324	1
5551	5	1
5551	161	1
5551	321	1
5551	226	1
16518	2038	1
16518	74	1
16518	96	1
19262	1610	1
19262	140	1
19262	407	1
19262	208	1
19262	2618	1
11308	204	1
11308	125	1
11308	2618	1
11308	5198	1
16016	8814	1
16016	184	1
16016	143	1
16016	291	1
16016	394	1
5330	360	1
5330	7	1
5330	116	1
5330	6	1
5330	281	1
5330	2032	1
5330	562	1
5330	1312	1
5330	156	1
6461	8509	1
6461	14	1
6461	116	1
6461	14	1
6461	440	1
16519	3	1
16519	9	1
16519	838	1
16519	529	1
16519	638	1
16519	31	1
18150	1056	1
18150	119	1
18150	204	1
18150	389	1
18150	31	1
18150	2967	1
18150	54	1
18150	343	1
18150	195	1
15593	746	1
15593	221	1
15593	2105	1
15593	8518	1
11309	739	1
11309	33	1
11309	125	1
11309	2444	1
11309	8452	1
11309	125	1
11309	2444	1
11309	57	1
11310	325	1
11310	4340	1
11310	179	1
11310	183	1
11310	129	1
11310	580	1
11310	20	1
11310	1	1
10737	1205	1
10737	159	1
10737	35	1
10737	28	1
10737	12	1
10737	89	1
10536	3020	1
10536	1089	1
10536	5303	1
8673	4321	1
8673	5	1
8673	60	1
8673	19	1
8673	87	1
8673	343	1
8673	195	1
8673	6492	1
7513	678	1
7513	555	1
7513	4280	1
7513	1223	1
7513	28	1
7873	6488	1
7873	724	1
7873	16	1
7873	2444	1
7873	4292	1
7873	1923	1
6562	18	1
6562	1390	1
6562	290	1
6562	253	1
6562	397	1
12333	6786	1
12333	1234	1
12333	6718	1
12333	397	1
12333	1390	1
6314	191	1
6314	84	1
6314	1842	1
6314	146	1
13880	469	1
13880	94	1
13880	435	1
13880	30	1
13880	1493	1
13880	33	1
13880	391	1
13880	283	1
13880	4978	1
13881	583	1
13881	1493	1
13881	28	1
13881	12	1
13881	1025	1
13881	3608	1
10535	385	1
10535	462	1
10535	2061	1
10535	408	1
10535	34	1
10535	8	1
5024	138	1
5024	906	1
5024	1493	1
5024	491	1
5893	1672	1
5893	7256	1
5893	47	1
5893	359	1
5893	2	1
5893	200	1
4640	168	1
4640	882	1
4640	310	1
4640	47	1
4640	359	1
4640	200	1
11973	2711	1
11973	1133	1
11973	45	1
11973	5	1
11973	107	1
11973	1	1
9390	208	1
9390	125	1
9390	4265	1
9390	7519	1
9390	1437	1
9390	57	1
9390	7581	1
9390	7583	1
9390	7588	1
9390	7455	1
5788	414	1
5788	227	1
5788	20	1
5788	125	1
5788	89	1
13840	4496	1
13840	104	1
13840	4415	1
13840	16	1
13840	2679	1
13840	1191	1
13840	2362	1
9440	476	1
9440	763	1
9440	1938	1
9440	1378	1
9440	1126	1
9144	305	1
9144	452	1
9144	13	1
9144	210	1
9144	466	1
9144	7	1
9144	184	1
9144	388	1
9144	434	1
2946	1291	1
2946	251	1
2946	1022	1
2946	59	1
9450	18	1
9450	54	1
9450	1332	1
9450	1462	1
9450	293	1
5793	164	1
5793	52	1
5793	994	1
5793	183	1
5793	20	1
5793	418	1
11311	2217	1
11311	183	1
11311	5198	1
11995	393	1
11995	1085	1
11995	803	1
11995	48	1
11995	26	1
11995	96	1
9917	1844	1
9917	36	1
9917	262	1
9917	225	1
9917	215	1
9917	115	1
9166	56	1
9166	1830	1
9166	4418	1
9166	6860	1
9166	482	1
7395	24	1
7395	15	1
7395	4422	1
7395	21	1
7395	111	1
7395	5098	1
8805	755	1
8805	4403	1
8805	173	1
8805	3592	1
8805	35	1
8805	25	1
8805	1828	1
8805	927	1
3544	153	1
3544	336	1
3544	1459	1
3544	2667	1
3544	41	1
3544	1822	1
8366	74	1
8366	543	1
8366	93	1
8366	847	1
8366	1822	1
8366	467	1
8366	11	1
19096	578	1
19096	2890	1
19096	301	1
19096	22	1
19096	4482	1
6239	18	1
6239	204	1
6239	4489	1
6239	5019	1
6239	113	1
11149	92	1
11149	2142	1
11149	534	1
11149	849	1
11149	25	1
4180	2	1
4180	1181	1
4180	1036	1
7827	876	1
7827	539	1
7827	2945	1
7827	7030	1
7827	134	1
7827	1917	1
7827	512	1
9078	168	1
9078	2	1
9078	10	1
9078	756	1
9078	175	1
9078	176	1
16520	652	1
16520	628	1
16520	2136	1
16520	39	1
16520	180	1
16520	738	1
16520	512	1
3044	1848	1
3044	406	1
3044	1614	1
3044	610	1
3044	2131	1
15714	992	1
15714	1441	1
15714	96	1
15714	827	1
15714	225	1
14380	852	1
14380	313	1
14380	2468	1
14380	19	1
14380	7	1
14380	1316	1
14380	263	1
5066	574	1
5066	831	1
5066	244	1
5066	1	1
5443	25	1
5443	1404	1
5443	2471	1
5443	2126	1
5443	4442	1
5443	134	1
5443	2124	1
5443	593	1
5443	112	1
8367	371	1
8367	490	1
8367	509	1
8367	8	1
8367	33	1
8367	4448	1
8367	1574	1
11974	572	1
11974	2183	1
11974	129	1
11974	325	1
11974	2047	1
8368	63	1
8368	70	1
18609	5058	1
18609	250	1
18609	7079	1
18609	15	1
18609	357	1
18609	300	1
18609	1462	1
18609	7	1
8123	4453	1
8123	2179	1
8123	773	1
8123	109	1
8123	488	1
8123	1784	1
8123	4457	1
8123	813	1
8123	1105	1
1440	4459	1
1440	10	1
1440	1066	1
1440	2	1
1440	11260	1
1440	209	1
8701	1588	1
8701	11330	1
8701	7	1
8701	198	1
8701	347	1
8701	3822	1
9415	442	1
9415	69	1
9415	663	1
9415	39	1
9415	68	1
9415	413	1
9415	1146	1
9415	3602	1
